CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,CLAVECCT,NOMBRE_INMUEBLE,NIVEL,alcaldia,longitud,latitud,NUM_MATRICULA_TOTAL_ESCUELA,registros_salud,prioridad_atencion,pct_incompleto,pct_no_asistio,pct_caries,casos_caries,registros_caries,pct_visual,casos_visual,registros_visual,pct_sobrepeso_obesidad,casos_sobrepeso_obesidad,registros_sobrepeso_obesidad,imc_promedio,registros_imc,pct_alertas_multiples,casos_alertas_multiples,registros_alertas_multiples,alertas_promedio,completitud,casos_completos,registros_completitud
09DPR1789H,SIETE DE ENERO,MATUTINO,2024-2025 | 2025-2026,09DPR1789H,SIETE DE ENERO,Primaria,ÁLVARO OBREGÓN,-99.19991111,19.401475,424,324,21.2346,0,0,48.7654,158,324,13.5802,44,324,43.8272,142,324,20.434,288,30.5556,99,324,1.0617,100,324,324
09DPR4189H,PROFR. CARLOS ESPINOSA ROMERO,VESPERTINO,2025-2026,09DPR0007H,PROFR. CARLOS ESPINOSA ROMERO,Primaria,IZTAPALAPA,-99.05931389,19.33147778,161,101,21.1881,0,0,38.6139,39,101,43.5644,44,101,23.7624,24,101,18.4235,68,35.6436,36,101,1.0594,100,101,101
09DPR2588R,LIC. JOSÉ LÓPEZ PORTILLO Y ROJAS,VESPERTINO,2024-2025 | 2025-2026,09DPR2587S,LIC. JOSÉ LÓPEZ PORTILLO Y ROJAS,Primaria,GUSTAVO A. MADERO,-99.13135,19.56062778,466,643,21.182,20.0622,0,31.8818,205,643,38.7247,249,643,15.2411,98,643,18.8606,289,33.126,213,643,1.0591,79.9378,514,643
09DPR2256B,REPÚBLICA DE SUAZILANDIA,VESPERTINO,2024-2025 | 2025-2026,09DPR2256B,REPÚBLICA DE SUAZILANDIA,Primaria,COYOACÁN,-99.16139722,19.31422222,106,68,21.1765,0,0,50,34,68,17.6471,12,68,38.2353,26,68,21.3458,59,29.4118,20,68,1.0588,100,68,68
09DPR2100A,PRESIDENTE JOHN F KENNEDY,VESPERTINO,2024-2025 | 2025-2026,09DPR1078I,PRESIDENTE JOHN F KENNEDY,Primaria,VENUSTIANO CARRANZA,-99.11802222,19.42242778,165,154,21.1688,3.8961,0,42.2078,65,154,38.961,60,154,20.7792,32,154,18.5,77,37.6623,58,154,1.0584,96.1039,148,154
09DPR1195Y,D. I. F.,MATUTINO,2024-2025 | 2025-2026,09DPR1195Y,D. I. F.,Primaria,BENITO JUÁREZ,-99.15896389,19.36613889,194,120,21.1667,0.8333,0,30,36,120,33.3333,40,120,41.6667,50,120,20.4269,93,30.8333,37,120,1.0583,99.1667,119,120
09DPR2129F,PABLO NERUDA,MATUTINO,2024-2025 | 2025-2026,09DPR2129F,PABLO NERUDA,Primaria,AZCAPOTZALCO,-99.19500278,19.48550278,277,364,21.1538,29.3956,0,15.6593,57,364,38.7363,141,364,21.978,80,364,19.2006,166,26.6484,97,364,1.0577,70.6044,257,364
09DPR2925B,LAURA MENDEZ DE CUENCA,VESPERTINO,2025-2026,09DPR3006C,LAURA MENDEZ DE CUENCA,Primaria,ÁLVARO OBREGÓN,-99.21270833,19.37193889,117,104,21.1538,0.9615,0,46.1538,48,104,25,26,104,33.6538,35,104,20.2615,78,33.6538,35,104,1.0577,99.0385,103,104
09DPR3232Z,ALFONSO SIERRA PARTIDA,VESPERTINO,2024-2025 | 2025-2026,09DPR3231Z,ALFONSO SIERRA PARTIDA,Primaria,COYOACÁN,-99.17244722,19.33168056,183,142,21.1268,4.9296,0,50,71,142,24.6479,35,142,26.0563,37,142,17.7028,108,29.5775,42,142,1.0563,95.0704,135,142
09DPR2759U,ALFREDO V. BONFIL,MATUTINO,2024-2025 | 2025-2026,09DPR2756X,ALFREDO V. BONFIL,Primaria,TLALPAN,-99.20292778,19.28211389,550,362,21.105,1.3812,0,41.7127,151,362,19.0608,69,362,43.3702,157,362,18.9775,347,28.7293,104,362,1.0552,98.6188,357,362
09DPR5040X,LEYES DE REFORMA DEL 57,VESPERTINO,2024-2025 | 2025-2026,09DPR2012G,LEYES DE REFORMA DEL 57,Primaria,TLALPAN,-99.200775,19.22625556,727,493,21.0953,0.8114,0,52.1298,257,493,19.0669,94,493,33.4686,165,493,19.0173,369,33.0629,163,493,1.0548,99.1886,489,493
09DPR2797X,CIRILO CELIS PASTRANA,MATUTINO,2025-2026,09DPR1757P,CIRILO CELIS PASTRANA,Primaria,ÁLVARO OBREGÓN,-99.19280278,19.39504167,199,165,21.0909,0,0,55.7576,92,165,14.5455,24,165,35.1515,58,165,22.1042,120,33.9394,56,165,1.0545,100,165,165
09DPR1856P,REPÚBLICA DE PARAGUAY,MATUTINO,2024-2025 | 2025-2026,09DES4078W,REPÚBLICA DE PARAGUAY,Secundaria,GUSTAVO A. MADERO,-99.13105556,19.48287778,344,374,21.0695,7.754,0,36.8984,138,374,21.123,79,374,39.5722,148,374,19.9367,278,28.3422,106,374,1.0535,92.246,345,374
09DPR1439C,NIÑO HEROE JOSÉ LUIS ORDAZ LÓPEZ,MATUTINO,2024-2025 | 2025-2026,09DPR1439C,NIÑO HEROE JOSÉ LUIS ORDAZ LÓPEZ,Primaria,GUSTAVO A. MADERO,-99.07620278,19.48119167,373,483,21.0352,33.5404,0,20.0828,97,483,34.1615,165,483,17.3913,84,483,18.8392,186,26.087,126,483,1.0518,66.4596,321,483
09DPR2131U,MTRO. ENRIQUE C. REBSAMEN,VESPERTINO,2024-2025 | 2025-2026,09DPR2130V,MTRO. ENRIQUE C. REBSAMEN,Primaria,GUSTAVO A. MADERO,-99.07919167,19.49781667,168,175,21.0286,22.8571,0,40,70,175,22.2857,39,175,20,35,175,17.4567,104,25.7143,45,175,1.0514,77.1429,135,175
09DPR1869T,INDEPENDENCIA,MATUTINO,2025-2026,09DPR1869T,INDEPENDENCIA,Primaria,BENITO JUÁREZ,-99.18458333,19.37203889,198,123,20.9756,4.065,0,30.0813,37,123,34.9593,43,123,35.7724,44,123,18.9472,89,31.7073,39,123,1.0488,95.935,118,123
09DPR2781W,EDUCACIÓN PARA TODOS,VESPERTINO,2024-2025 | 2025-2026,09DPR2781W,EDUCACIÓN PARA TODOS,Primaria,GUSTAVO A. MADERO,-99.14467222,19.5293,72,84,20.9524,23.8095,0,35.7143,30,84,29.7619,25,84,15.4762,13,84,17.3667,45,26.1905,22,84,1.0476,76.1905,64,84
09DPR3038V,PROFR. LUIS VILLARREAL MARTÍNEZ,VESPERTINO,2024-2025 | 2025-2026,09DPR2064M,PROFR. LUIS VILLARREAL MARTÍNEZ,Primaria,XOCHIMILCO,-99.11124444,19.24289167,160,127,20.9449,62.9921,0,22.8346,29,127,4.7244,6,127,14.1732,18,127,19.8532,47,10.2362,13,127,1.0472,37.0079,47,127
09DPR0141N,PROFR. JOSÉ GONZÁLEZ VILLASEÑOR,VESPERTINO,2024-2025 | 2025-2026,09DPR0127U,PROFR. JOSÉ GONZÁLEZ VILLASEÑOR,Primaria,IZTAPALAPA,-99.03801944,19.332175,551,473,20.9302,0.2114,0,27.907,132,473,51.1628,242,473,25.37,120,473,19.5073,273,38.055,180,473,1.0465,99.7886,472,473
09DPR3300F,PROFR. MANUEL ALCALA MARTÍN,VESPERTINO,2025-2026,09DPR0107G,PROFR. MANUEL ALCALA MARTÍN,Primaria,IZTAPALAPA,-99.07499722,19.34556389,164,91,20.8791,0,0,41.7582,38,91,23.0769,21,91,39.5604,36,91,18.964,86,31.8681,29,91,1.044,100,91,91
09DPR5132N,JOHN F. KENNEDY,VESPERTINO,2025-2026,09DES4067Q,JOHN F. KENNEDY,Secundaria,AZCAPOTZALCO,-99.20011389,19.48436667,88,71,20.8451,1.4085,0,35.2113,25,71,33.8028,24,71,33.8028,24,71,18.818,61,32.3944,23,71,1.0423,98.5915,70,71
09DPR1974D,ESPERANZA LÓPEZ MATEOS,MATUTINO,2024-2025 | 2025-2026,09DPR1971G,ESPERANZA LÓPEZ MATEOS,Primaria,COYOACÁN,-99.14878056,19.312,557,481,20.8316,0.8316,0,43.2432,208,481,21.4137,103,481,38.6694,186,481,19.1695,384,31.8087,153,481,1.0416,99.1684,477,481
09DPR2981U,PROFR. MIGUEL SÁNCHEZ RIVERA,VESPERTINO,2025-2026,09DPR2981U,PROFR. MIGUEL SÁNCHEZ RIVERA,Primaria,IZTAPALAPA,-99.06730833,19.30570278,135,102,20.7843,0,0,54.902,56,102,26.4706,27,102,22.549,23,102,18.7695,59,35.2941,36,102,1.0392,100,102,102
09DPR4016Q,MAURITANIA,VESPERTINO,2024-2025 | 2025-2026,09DPR2233R,MAURITANIA,Primaria,TLALPAN,-99.14203889,19.19623889,483,365,20.7671,0.8219,0,58.0822,212,365,19.1781,70,365,25.7534,94,365,18.4564,275,30.9589,113,365,1.0384,99.1781,362,365
09DPR1761B,BARTOLOME DE MEDINA,MATUTINO,2024-2025 | 2025-2026,09DPR1761B,BARTOLOME DE MEDINA,Primaria,ÁLVARO OBREGÓN,-99.19956111,19.40105556,406,368,20.7609,0.5435,0,40.4891,149,368,26.087,96,368,36.6848,135,368,19.1294,313,29.3478,108,368,1.038,99.4565,366,368
09DPR1593W,MAESTRA JUANA PALACIOS,MATUTINO,2024-2025 | 2025-2026,09DPR1593W,MAESTRA JUANA PALACIOS,Primaria,AZCAPOTZALCO,-99.15063056,19.47516111,268,377,20.7427,32.0955,0,24.6684,93,377,31.2997,118,377,15.6499,59,377,18.4514,138,26.7905,101,377,1.0371,67.9045,256,377
09DPR1451Y,PROFR. LUIS DE LA BRENA,MATUTINO,2024-2025 | 2025-2026,09DJN0202U,PROFR. LUIS DE LA BRENA,Preescolar,GUSTAVO A. MADERO,-99.08160278,19.49509722,115,112,20.7143,0,0,38.3929,43,112,25,28,112,40.1786,45,112,18.9033,92,32.1429,36,112,1.0357,100,112,112
09DPR1707H,GRAL. IGNACIO ZARAGOZA,MATUTINO,2024-2025 | 2025-2026,09DES0112L,GENERAL IGNACIO ZARAGOZA,Secundaria,VENUSTIANO CARRANZA,-99.122775,19.42110278,254,197,20.7107,0.5076,0,30.9645,61,197,41.6244,82,197,30.4569,60,197,19.2,120,35.533,70,197,1.0355,99.4924,196,197
09DPR4246I,DOMINGO MARTÍNEZ  PAREDEZ,VESPERTINO,2024-2025 | 2025-2026,09DPR0059N,DOMINGO MARTÍNEZ  PAREDEZ,Primaria,TLALPAN,-99.22241389,19.27457778,169,142,20.7042,1.4085,0,57.7465,82,142,20.4225,29,142,23.9437,34,142,17.982,89,35.2113,50,142,1.0352,98.5915,140,142
09DPR2017B,HÉROES DE CHAPULTEPEC,MATUTINO,2024-2025 | 2025-2026,09DPR2017B,HÉROES DE CHAPULTEPEC,Primaria,TLALPAN,-99.17145833,19.27498611,446,391,20.665,0.2558,0,48.8491,191,391,17.6471,69,391,36.5729,143,391,18.9222,334,28.6445,112,391,1.0332,99.7442,390,391
09DPR3002G,RABINDRANATH TAGORE,VESPERTINO,2024-2025 | 2025-2026,09DPR2674N,RABINDRANATH TAGORE,Primaria,GUSTAVO A. MADERO,-99.13798611,19.52011389,453,391,20.665,0,0,54.7315,214,391,15.0895,59,391,33.5038,131,391,18.6848,302,30.4348,119,391,1.0332,100,391,391
09DPR2459X,FUNDACIÓN DE MÉXICO,MATUTINO,2024-2025 | 2025-2026,09DPR2459X,FUNDACIÓN DE MÉXICO,Primaria,COYOACÁN,-99.11121111,19.32184722,337,243,20.6584,0,0,54.321,132,243,18.93,46,243,30.0412,73,243,18.0894,189,28.8066,70,243,1.0329,100,243,243
09DPR1858N,MOLINO DE ROSAS,MATUTINO,2025-2026,09DPR1858N,MOLINO DE ROSAS,Primaria,ÁLVARO OBREGÓN,-99.20057778,19.37010833,161,122,20.6557,0,0,62.2951,76,122,13.9344,17,122,27.0492,33,122,18.1098,102,28.6885,35,122,1.0328,100,122,122
09DPR1212Y,SILVESTRE REVUELTAS,MATUTINO,2025-2026,09DPR1212Y,SILVESTRE REVUELTAS,Primaria,BENITO JUÁREZ,-99.15498611,19.36900278,286,275,20.6545,0.7273,0,42.5455,117,275,22.9091,63,275,37.0909,102,275,18.5183,252,27.6364,76,275,1.0327,99.2727,273,275
09DPR1605K,PROFR. ESTEBAN BACA CALDERON,VESPERTINO,2024-2025 | 2025-2026,09DPR1605K,PROFR. ESTEBAN BACA CALDERON,Primaria,AZCAPOTZALCO,-99.17893611,19.47581389,94,92,20.6522,27.1739,0,27.1739,25,92,23.913,22,92,25,23,92,19.522,41,27.1739,25,92,1.0326,72.8261,67,92
09DPR1931F,GRAL. JUAN N. ÁLVAREZ,MATUTINO,2024-2025 | 2025-2026,09DPR1931F,GRAL. JUAN N. ÁLVAREZ,Primaria,ÁLVARO OBREGÓN,-99.20147222,19.33354167,248,190,20.6316,0.5263,0,46.8421,89,190,11.5789,22,190,44.2105,84,190,18.7104,173,29.4737,56,190,1.0316,99.4737,189,190
09DPR2719T,REPÚBLICA DE CAMERUN,VESPERTINO,2024-2025 | 2025-2026,09DPR2719T,REPÚBLICA DE CAMERUN,Primaria,ÁLVARO OBREGÓN,-99.22205833,19.37792222,256,191,20.6283,2.6178,0,47.1204,90,191,18.8482,36,191,34.555,66,191,19.0622,156,27.2251,52,191,1.0314,97.3822,186,191
09DPR3101G,LIC. ALFREDO V. BONFIL PINTO,MATUTINO,2024-2025 | 2025-2026,09DPR3101G,LIC. ALFREDO V. BONFIL PINTO,Primaria,GUSTAVO A. MADERO,-99.07862778,19.49749444,361,574,20.6272,37.9791,0,22.1254,127,574,27.7003,159,574,15.331,88,574,18.5612,183,24.9129,143,574,1.0314,62.0209,356,574
09DPR2990B,BELISARIO DOMÍNGUEZ,VESPERTINO,2024-2025 | 2025-2026,09DPR2990B,BELISARIO DOMÍNGUEZ,Primaria,CUAJIMALPA DE MORELOS,-99.29208056,19.36510278,172,226,20.6195,28.7611,0,30.0885,68,226,24.7788,56,226,19.469,44,226,19.3978,93,27.4336,62,226,1.031,71.2389,161,226
09DPR2528C,REVOLUCIÓN,VESPERTINO,2024-2025 | 2025-2026,09DPR1174L,REVOLUCION,Primaria,CUAUHTÉMOC,-99.14862222,19.42673333,135,104,20.5769,0.9615,0,22.1154,23,104,47.1154,49,104,32.6923,34,104,19.9509,57,37.5,39,104,1.0288,99.0385,103,104
09DPR2685T,XOCHICALCO,MATUTINO,2024-2025 | 2025-2026,09DPR2685T,XOCHICALCO,Primaria,IZTAPALAPA,-99.10164722,19.34538333,309,114,20.5263,0,0,51.7544,59,114,8.7719,10,114,42.1053,48,114,18.0575,113,24.5614,28,114,1.0263,100,114,114
09DPR1506K,CUAUHTEMOC,MATUTINO,2024-2025 | 2025-2026,09DES0319C,CUAUHTÉMOC,Secundaria,IZTAPALAPA,-99.06195278,19.32543056,230,304,20.5263,35.5263,0,17.4342,53,304,33.5526,102,304,16.1184,49,304,18.9661,112,23.3553,71,304,1.0263,64.4737,196,304
09DPR4226V,ENRIQUE AGUILAR GONZÁLEZ,MATUTINO,2024-2025 | 2025-2026,09DPR4226V,ENRIQUE AGUILAR GONZÁLEZ,Primaria,COYOACÁN,-99.16901389,19.30533611,320,276,20.5072,4.3478,0,33.3333,92,276,35.8696,99,276,28.9855,80,276,18.7511,186,34.4203,95,276,1.0254,95.6522,264,276
09DPR0118M,FAJA DE ORO,MATUTINO,2024-2025 | 2025-2026,09DPR0118M,FAJA DE ORO,Primaria,AZCAPOTZALCO,-99.20813611,19.50181944,399,463,20.4752,26.7819,0,22.0302,102,463,28.2937,131,463,25.27,117,463,19.8655,238,24.406,113,463,1.0238,73.2181,339,463
09DPR1301R,MAESTRO FEDERICO ÁLVAREZ,MATUTINO,2024-2025 | 2025-2026,09DPR1301R,MAESTRO FEDERICO ÁLVAREZ,Primaria,BENITO JUÁREZ,-99.14629722,19.39050556,159,175,20.4571,97.7143,0,1.1429,2,175,2.2857,4,175,1.1429,2,175,,,1.1429,2,175,1.0229,2.2857,4,175
09DPR1659O,MAESTRO JULIO GARCÍA,MATUTINO,2024-2025 | 2025-2026,09DPR1659O,MAESTRO JULIO GARCÍA,Primaria,AZCAPOTZALCO,-99.19106389,19.47917222,129,181,20.442,29.8343,0,22.0994,40,181,29.8343,54,181,20.442,37,181,18.6418,79,26.5193,48,181,1.0221,70.1657,127,181
09DPR1741O,ASOCIACION DE FERRETEROS DE MÉXICO,MATUTINO,2024-2025 | 2025-2026,09DPR1741O,ASOCIACION DE FERRETEROS DE MÉXICO,Primaria,ÁLVARO OBREGÓN,-99.20019722,19.39356667,143,136,20.4412,0.7353,0,35.2941,48,136,33.0882,45,136,33.0882,45,136,18.988,100,30.1471,41,136,1.0221,99.2647,135,136
09DPR0935V,JUVENTINO ROSAS,VESPERTINO,2024-2025 | 2025-2026,09DPR0935V,JUVENTINO ROSAS,Primaria,GUSTAVO A. MADERO,-99.13183611,19.55981667,471,637,20.4082,26.0597,0,25.2747,161,637,31.7111,202,637,18.9953,121,637,18.7071,254,27.9435,178,637,1.0204,73.9403,471,637
09DPR2467F,DR. ANGEL MA. GARIBAY,MATUTINO,2025-2026,09DPR2467F,DR. ANGEL MA. GARIBAY,Primaria,COYOACÁN,-99.16909167,19.31558333,168,153,20.3922,6.5359,0,47.0588,72,153,15.6863,24,153,32.6797,50,153,18.3424,139,18.9542,29,153,1.0196,93.4641,143,153
09DPR5123F,MANUEL GONZÁLEZ FLORES,MATUTINO,2024-2025 | 2025-2026,09DPR5123F,MANUEL GONZÁLEZ FLORES,Primaria,IZTAPALAPA,-99.00949444,19.33692778,413,314,20.3822,2.2293,0,22.293,70,314,36.3057,114,314,41.0828,129,314,18.4148,291,28.3439,89,314,1.0191,97.7707,307,314
09DPR1895R,GASPAR MELCHOR DE JOVELLANOS,MATUTINO,2024-2025 | 2025-2026,09DPR1895R,GASPAR MELCHOR DE JOVELLANOS,Primaria,ÁLVARO OBREGÓN,-99.19985833,19.34603333,230,215,20.3721,0.4651,0,33.9535,73,215,34.4186,74,215,33.0233,71,215,19.2857,147,33.9535,73,215,1.0186,99.5349,214,215
09DPR3185E,SEBASTIAN LERDO DE TEJADA,MATUTINO,2024-2025 | 2025-2026,09DPR2637J,SEBASTIAN LERDO DE TEJADA,Primaria,TLALPAN,-99.21086111,19.27647778,606,523,20.3442,0.956,0,37.2849,195,523,30.2103,158,523,33.2696,174,523,19.6522,385,31.1663,163,523,1.0172,99.044,518,523
09DPR2016C,IGNACIO RODRÍGUEZ GALVAN,MATUTINO,2024-2025 | 2025-2026,09DBN0069V,IGNACIO RODRIGUEZ GALVAN,Primaria,TLALPAN,-99.16508333,19.28740833,337,292,20.3425,1.0274,0,43.8356,128,292,15.0685,44,292,41.7808,122,292,19.2011,261,27.0548,79,292,1.0171,98.9726,289,292
09DPR1802L,CENTENARIO DEL HIMNO NACIONAL MEXICANO,MATUTINO,2024-2025 | 2025-2026,09DPR1802L,CENTENARIO DEL HIMNO NACIONAL MEXICANO,Primaria,IZTAPALAPA,-99.12652778,19.36280833,333,178,20.3371,0,0,53.3708,95,178,17.9775,32,178,30.3371,54,178,17.9923,143,28.6517,51,178,1.0169,100,178,178
09DPR2117A,JOSÉ MARIA TAPIA FREYDING,MATUTINO,2024-2025 | 2025-2026,09DPR2117A,JOSÉ MARIA TAPIA FREYDING,Primaria,ÁLVARO OBREGÓN,-99.25462222,19.35698611,402,396,20.303,0,0,52.5253,208,396,7.8283,31,396,41.1616,163,396,19.3338,328,29.2929,116,396,1.0152,100,396,396
09DPR3153M,PROFR. AGUSTIN CUE CANOVAS,MATUTINO,2024-2025 | 2025-2026,09DPR3153M,PROFR. AGUSTIN CUE CANOVAS,Primaria,IZTAPALAPA,-99.079475,19.32703889,492,397,20.3023,2.0151,0,40.806,162,397,13.3501,53,397,45.3401,180,397,18.9682,384,24.1814,96,397,1.0151,97.9849,389,397
09DPR2234Q,GRAL. LAZARO CARDENAS DEL RIO,MATUTINO,2024-2025 | 2025-2026,09DPR2234Q,GRAL. LAZARO CARDENAS DEL RIO,Primaria,TLALPAN,-99.14005278,19.29741389,348,207,20.2899,13.0435,0,33.3333,69,207,19.8068,41,207,35.2657,73,207,18.9018,168,22.7053,47,207,1.0145,86.9565,180,207
09DPR2768B,XITLE,VESPERTINO,2024-2025 | 2025-2026,09DPR2768B,XITLE,Primaria,COYOACÁN,-99.16848056,19.32446389,228,209,20.2871,97.1292,0,2.3923,5,209,0,0,209,1.9139,4,209,,,1.4354,3,209,1.0144,2.8708,6,209
09DPR0864R,MADRE MEXICANA,MATUTINO,2025-2026,09DPR0864R,MADRE MEXICANA,Primaria,ÁLVARO OBREGÓN,-99.28443333,19.32732222,212,210,20.2857,0,0,23.8095,50,210,40.4762,85,210,37.1429,78,210,18.7796,191,30,63,210,1.0143,100,210,210
09DPR1944J,REPÚBLICA DE SUAZILANDIA,MATUTINO,2025-2026,09DPR2256B,REPÚBLICA DE SUAZILANDIA,Primaria,COYOACÁN,-99.16139722,19.31422222,400,309,20.2589,0,0,41.7476,129,309,18.7702,58,309,40.7767,126,309,19.1011,268,26.5372,82,309,1.0129,100,309,309
09DPR1188O,ING. VITO ALESSIO ROBLES,MATUTINO,2025-2026,09DPR1188O,ING. VITO ALESSIO ROBLES,Primaria,COYOACÁN,-99.12397778,19.35456667,308,268,20.2239,2.9851,0,41.791,112,268,25,67,268,31.3433,84,268,18.2853,191,30.9701,83,268,1.0112,97.0149,260,268
09DPR1625Y,VICENTE ALCARAZ,VESPERTINO,2024-2025 | 2025-2026,09DPR1624Z,VICENTE ALCARAZ,Primaria,AZCAPOTZALCO,-99.18425,19.48115833,110,109,20.1835,33.945,0,19.2661,21,109,33.0275,36,109,14.6789,16,109,18.1739,46,24.7706,27,109,1.0092,66.055,72,109
09DPR1097X,ESTADO DE ZACATECAS,MATUTINO,2025-2026,09DPR1097X,ESTADO DE ZACATECAS,Primaria,CUAUHTÉMOC,-99.13105556,19.44823611,161,130,20.1538,0.7692,0,29.2308,38,130,42.3077,55,130,28.4615,37,130,18.9178,73,38.4615,50,130,1.0077,99.2308,129,130
09DPR1444O,GERTRUDIS BOCANEGRA DE LAZO DE LA VEGA,VESPERTINO,2024-2025 | 2025-2026,09DPR1443P,GERTRUDIS BOCANEGRA DE LAZO DE LA VEGA,Primaria,GUSTAVO A. MADERO,-99.07343889,19.49264167,293,312,20.1282,22.4359,0,26.9231,84,312,29.1667,91,312,22.1154,69,312,15.7612,188,24.0385,75,312,1.0064,77.5641,242,312
09DPR1118T,LAOS,MATUTINO,2025-2026,09DPR1118T,LAOS,Primaria,BENITO JUÁREZ,-99.14848333,19.39008333,209,180,20.1111,0,0,30,54,180,31.1111,56,180,39.4444,71,180,19.6148,149,30.5556,55,180,1.0056,100,180,180
09DPR1221F,REPÚBLICA ESPAÑOLA,MATUTINO,2024-2025 | 2025-2026,09DPR1221F,REPÚBLICA ESPAÑOLA,Primaria,IZTACALCO,-99.13140278,19.40094167,584,424,20.0943,0.9434,0,36.3208,154,424,14.6226,62,424,48.5849,206,424,20.4719,366,28.7736,122,424,1.0047,99.0566,420,424
09DPR4519I,JULIO DE LA FUENTE,VESPERTINO,2024-2025,09DPR4519I,JULIO DE LA FUENTE,Primaria,TLÁHUAC,-99.06098889,19.28720833,268,229,20.0873,11.7904,0,27.5109,63,229,33.1878,76,229,27.9476,64,229,13.4158,202,27.5109,63,229,1.0044,88.2096,202,229
09DPR1875D,27 DE SEPTIEMBRE,MATUTINO,2024-2025 | 2025-2026,09DPR1875D,27 DE SEPTIEMBRE,Primaria,ÁLVARO OBREGÓN,-99.20602778,19.37217222,283,236,20.0847,0,0,40.678,96,236,24.5763,58,236,35.1695,83,236,18.6523,197,29.661,70,236,1.0042,100,236,236
09DPR0992M,CINCO DE MAYO,MATUTINO,2024-2025 | 2025-2026,09DPR0992M,CINCO DE MAYO,Primaria,VENUSTIANO CARRANZA,-99.10966111,19.43143889,272,282,20.0709,99.6454,0,0,0,282,0.3546,1,282,0.3546,1,282,,,0.3546,1,282,1.0035,0.3546,1,282
09DPR1804J,MIGUEL F MARTÍNEZ,MATUTINO,2024-2025 | 2025-2026,09DJN0365E,MIGUEL F. MARTÍNEZ,Preescolar,IZTAPALAPA,-99.09059167,19.35723056,178,291,20.0687,46.3918,0,14.0893,41,291,25.4296,74,291,14.433,42,291,18.6941,102,17.8694,52,291,1.0034,53.6082,156,291
09DPR2214C,FORD 20,MATUTINO,2025-2026,09DPR2296C,FORD 20,Primaria,ÁLVARO OBREGÓN,-99.23266111,19.34686944,346,317,20.0631,0,0,43.5331,138,317,19.5584,62,317,37.224,118,317,18.4404,270,28.3912,90,317,1.0032,100,317,317
09DPR3008A,ERNESTO GARCÍA CABRAL,MATUTINO,2024-2025 | 2025-2026,09DPR3008A,ERNESTO GARCÍA CABRAL,Primaria,IZTAPALAPA,-99.09507778,19.33289444,521,507,20.0394,0.789,0,43.5897,221,507,21.1045,107,507,34.714,176,507,18.7339,407,29.3886,149,507,1.002,99.211,503,507
09DPR1973E,EJERCITO NACIONAL,VESPERTINO,2025-2026,09DPR1976B,EJERCITO NACIONAL,Primaria,COYOACÁN,-99.17699722,19.33279722,89,72,20,100,0,0,0,72,0,0,72,0,0,72,,,0,0,72,1,0,0,72
09DPR1976B,EJERCITO NACIONAL,MATUTINO,2025-2026,09DPR1976B,EJERCITO NACIONAL,Primaria,COYOACÁN,-99.17699722,19.33279722,130,98,20,100,0,0,0,98,0,0,98,0,0,98,,,0,0,98,1,0,0,98
09DPR2272T,LOS DERECHOS DEL NIÑO,VESPERTINO,2024-2025 | 2025-2026,09DPR2271U,LOS DERECHOS DEL NIÑO,Primaria,IZTAPALAPA,-99.03585,19.34562222,207,66,20,1.5152,0,51.5152,34,66,30.303,20,66,16.6667,11,66,17.3381,42,31.8182,21,66,1,98.4848,65,66
09DPR3160W,SALVADOR TREJO ESCOBEDO,VESPERTINO,2024-2025 | 2025-2026,09DPR3160W,SALVADOR TREJO ESCOBEDO,Primaria,TLALPAN,-99.14176111,19.20118889,545,370,20,2.4324,0,41.6216,154,370,26.4865,98,370,29.4595,109,370,19.1182,258,31.0811,115,370,1,97.5676,361,370
09DPR0024Y,CENTRO DE INNOVACIÓN EDUCATIVA PARA ALUMNOS CON ALTAS CAPACIDADES,MATUTINO,2024-2025 | 2025-2026,09DES0342D,CENTRO DE INNOVACIÓN EDUCATIVA PARA ALUMNOS CON ALTAS CAPACIDADES,Secundaria,MIGUEL HIDALGO,-99.17878809,19.40195084,61,46,20,2.1739,0,26.087,12,46,43.4783,20,46,28.2609,13,46,18.05,34,23.913,11,46,1,97.8261,45,46
09DPR4006J,INDIRA GANDHI,VESPERTINO,2024-2025 | 2025-2026,09DDI0040C,INDIRA GANDHI,Educación Inicial,IZTAPALAPA,-99.09781569,19.33900168,252,186,20,0,0,37.0968,69,186,27.957,52,186,34.9462,65,186,19.6685,130,32.2581,60,186,1,100,186,186
09DPR1007O,24 DE FEBRERO,VESPERTINO,2024-2025 | 2025-2026,09DPR2087X,24 DE FEBRERO,Primaria,IZTAPALAPA,-99.01290556,19.36859167,105,64,20,100,0,0,0,64,0,0,64,0,0,64,,,0,0,64,1,0,0,64
09DPR1498S,DINAMARCA,VESPERTINO,2024-2025,09DJN0571N,DINAMARCA,Preescolar,ÁLVARO OBREGÓN,-99.19928333,19.36723333,107,83,20,97.5904,0,0,0,83,1.2048,1,83,1.2048,1,83,,,1.2048,1,83,1,2.4096,2,83
09DPR1699P,LUIS R. ALARCON,MATUTINO,2024-2025 | 2025-2026,09DPR1699P,LUIS R. ALARCON,Primaria,ÁLVARO OBREGÓN,-99.19737778,19.36585556,479,436,19.9541,0.2294,0,39.6789,173,436,20.8716,91,436,38.9908,170,436,18.9427,354,27.5229,120,436,0.9977,99.7706,435,436
