CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,CLAVECCT,NOMBRE_INMUEBLE,NIVEL,alcaldia,longitud,latitud,NUM_MATRICULA_TOTAL_ESCUELA,registros_salud,prioridad_atencion,pct_incompleto,pct_no_asistio,pct_caries,casos_caries,registros_caries,pct_visual,casos_visual,registros_visual,pct_sobrepeso_obesidad,casos_sobrepeso_obesidad,registros_sobrepeso_obesidad,imc_promedio,registros_imc,pct_alertas_multiples,casos_alertas_multiples,registros_alertas_multiples,alertas_promedio,completitud,casos_completos,registros_completitud
09DPR1385P,LUIS ENRIQUE ERRO,MATUTINO,2024-2025 | 2025-2026,09DPR1385P,LUIS ENRIQUE ERRO,Primaria,GUSTAVO A. MADERO,-99.09908056,19.50542778,184,228,37.807,23.2456,0,57.4561,131,228,69.7368,159,228,38.5965,88,228,19.9206,175,64.9123,148,228,1.8904,76.7544,175,228
09DPR1029Z,ROBERTO LARA Y LÓPEZ,MATUTINO,2025-2026,09DPR1029Z,ROBERTO LARA Y LÓPEZ,Primaria,VENUSTIANO CARRANZA,-99.09803611,19.444275,153,145,37.7931,9.6552,0,54.4828,79,145,77.2414,112,145,47.5862,69,145,20.7565,131,67.5862,98,145,1.8897,90.3448,131,145
09DPR1086R,HÉROES DEL MOLINO DEL REY,MATUTINO,2024-2025 | 2025-2026,09DBS0049C,HEROES DEL MOLINO DEL REY,Adultos - Secundaria,IZTAPALAPA,-99.052025,19.37943333,612,336,37.7381,0.2976,0,55.9524,188,336,83.3333,280,336,49.1071,165,336,19.7937,332,69.9405,235,336,1.8869,99.7024,335,336
09DPR2643U,PROFR. JOSÉ ROMERO Y FUENTES,VESPERTINO,2024-2025 | 2025-2026,09DPR2643U,PROFR. JOSÉ ROMERO Y FUENTES,Primaria,IZTAPALAPA,-99.06552222,19.31951944,440,264,37.7273,0.3788,0,63.6364,168,264,73.4848,194,264,51.1364,135,264,19.651,259,70.8333,187,264,1.8864,99.6212,263,264
09DPR5041W,MIGUEL LERDO DE TEJADA,VESPERTINO,2024-2025 | 2025-2026,09DPR5035L,MIGUEL LERDO DE TEJADA,Primaria,IZTAPALAPA,-99.05549444,19.37445833,325,130,37.6923,1.5385,0,75.3846,98,130,62.3077,81,130,49.2308,64,130,19.3016,128,69.2308,90,130,1.8846,98.4615,128,130
09DPR3238T,ENRIQUE GARCÍA GALLEGOS,MATUTINO,2024-2025 | 2025-2026,09DPR0030I,ENRIQUE GARCÍA GALLEGOS,Primaria,IZTAPALAPA,-99.10153056,19.37428889,257,86,37.6744,0,0,74.4186,64,86,79.0698,68,86,34.8837,30,86,17.4302,86,73.2558,63,86,1.8837,100,86,86
09DPR2311E,REPÚBLICA DE HAITÍ,MATUTINO,2024-2025 | 2025-2026,09DPR2311E,REPÚBLICA DE HAITÍ,Primaria,MIGUEL HIDALGO,-99.20659444,19.45495278,228,220,37.4545,0.9091,0,59.0909,130,220,84.5455,186,220,42.7273,94,220,18.8555,200,73.1818,161,220,1.8727,99.0909,218,220
09DPR5094A,PROFR. JUAN RAMÍREZ MARQUEZ,MATUTINO,2024-2025 | 2025-2026,09DPR5097Y,PROFR. JUAN RAMÍREZ MARQUEZ,Primaria,IZTAPALAPA,-99.02914444,19.34785,512,202,37.4257,2.9703,0,64.3564,130,202,72.2772,146,202,47.5248,96,202,19.3487,189,68.3168,138,202,1.8713,97.0297,196,202
09DPR1190C,VIRGILIO URIBE,MATUTINO,2024-2025 | 2025-2026,09DPR1190C,VIRGILIO URIBE,Primaria,IZTAPALAPA,-99.11843333,19.37367778,365,225,37.4222,0.8889,0,61.3333,138,225,73.7778,166,225,51.1111,115,225,20.2434,221,66.6667,150,225,1.8711,99.1111,223,225
09DPR4230H,JOSÉ GUADALUPE POSADA,VESPERTINO,2024-2025 | 2025-2026,09DPR4229S,JOSÉ GUADALUPE POSADA,Primaria,IZTAPALAPA,-99.00493889,19.34259167,166,69,37.3913,1.4493,0,57.971,40,69,81.1594,56,69,46.3768,32,69,19.1672,67,65.2174,45,69,1.8696,98.5507,68,69
09DPR1680R,COMODORO MANUEL AZUETA PERILLOS,MATUTINO,2024-2025 | 2025-2026,09DPR1680R,COMODORO MANUEL AZUETA PERILLOS,Primaria,MIGUEL HIDALGO,-99.20554167,19.45795,428,360,37.3889,0.2778,0,49.4444,178,360,86.1111,310,360,51.1111,184,360,19.3507,351,70,252,360,1.8694,99.7222,359,360
09DPR2319X,NARCISO MENDOZA,MATUTINO,2024-2025 | 2025-2026,09PPR0397S,NARCISO MENDOZA,Primaria,IZTAPALAPA,-99.026057,19.385624,336,326,37.362,9.5092,0,53.3742,174,326,50,163,326,73.9264,241,326,22.0741,286,65.3374,213,326,1.8681,90.4908,295,326
09DPR4197Q,HERMANOS FLORES MAGON,MATUTINO,2025-2026,09DPR4222Z,HERMANOS FLORES MAGON,Primaria,IZTAPALAPA,-98.999125,19.34258611,340,227,37.3568,0,0,49.3392,112,227,87.6652,199,227,49.7797,113,227,19.4066,227,68.7225,156,227,1.8678,100,227,227
09DPR2995X,ARTURO ROSENBLUETH,MATUTINO,2024-2025 | 2025-2026,09DPR2995X,ARTURO ROSENBLUETH,Primaria,IZTAPALAPA,-98.99645833,19.35264722,619,498,37.3494,0,0,58.4337,291,498,81.1245,404,498,47.1888,235,498,19.0311,498,69.8795,348,498,1.8675,100,498,498
09DPR2702T,PROFR. TEODOMIRO MANZANO CAMPERO,MATUTINO,2024-2025 | 2025-2026,09DPR2702T,PROFR. TEODOMIRO MANZANO CAMPERO,Primaria,GUSTAVO A. MADERO,-99.09965833,19.50532778,369,347,37.3487,21.3256,0,56.7723,197,347,64.8415,225,347,43.804,152,347,19.8731,271,63.6888,221,347,1.8674,78.6744,273,347
09DPR1286P,HOLANDA,MATUTINO,2024-2025 | 2025-2026,09DJN0120K,HOLANDA,Preescolar,BENITO JUÁREZ,-99.15705833,19.37932222,488,433,37.321,0.6928,0,57.0439,247,433,79.2148,343,433,49.6536,215,433,19.2889,423,69.746,302,433,1.8661,99.3072,430,433
09DPR2724E,PROFRA. PAULA ALEGRIA GARZA,MATUTINO,2024-2025 | 2025-2026,09DPR2724E,PROFRA. PAULA ALEGRIA GARZA,Primaria,IZTAPALAPA,-99.02745278,19.37053889,181,37,37.2973,2.7027,0,62.1622,23,37,78.3784,29,37,43.2432,16,37,22.1389,36,70.2703,26,37,1.8649,97.2973,36,37
09DPR2844R,LIC. ANTONIO DÍAZ SOTO Y GAMA,MATUTINO,2024-2025 | 2025-2026,09DPR2844R,LIC. ANTONIO DÍAZ SOTO Y GAMA,Primaria,IZTAPALAPA,-99.05629722,19.33646389,401,330,37.2727,1.2121,0,49.697,164,330,85.1515,281,330,50.303,166,330,19.185,320,70,231,330,1.8636,98.7879,326,330
09DPR0111T,PROFRA. COLUMBA RIVERA,MATUTINO,2024-2025 | 2025-2026,09DPR0111T,PROFRA. COLUMBA RIVERA,Primaria,IZTAPALAPA,-99.05334167,19.38558333,399,293,37.2696,1.0239,0,57.6792,169,293,79.1809,232,293,48.4642,142,293,19.2316,288,67.2355,197,293,1.8635,98.9761,290,293
09DPR2904P,REPÚBLICA POPULAR DE POLONIA,MATUTINO,2024-2025 | 2025-2026,09DPR2904P,REPÚBLICA POPULAR DE POLONIA,Primaria,IZTAPALAPA,-99.03894167,19.34530278,271,136,37.2059,1.4706,0,60.2941,82,136,83.8235,114,136,40.4412,55,136,18.6201,134,67.6471,92,136,1.8603,98.5294,134,136
09DPR0013S,PROFR. LAUREANO JIMENEZ Y CORIA,MATUTINO,2024-2025 | 2025-2026,09DPR4101N,PROFR. LAUREANO JIMENEZ Y CORIA,Primaria,GUSTAVO A. MADERO,-99.14146667,19.51338333,287,285,37.193,8.0702,0,60.7018,173,285,76.1404,217,285,41.0526,117,285,18.9112,242,70.1754,200,285,1.8596,91.9298,262,285
09DPR0994K,GENERAL FRANCISCO MENENDEZ,MATUTINO,2024-2025 | 2025-2026,09DPR1768V,GENERAL FRANCISCO MENENDEZ,Primaria,BENITO JUÁREZ,-99.18438056,19.39218889,181,116,37.069,3.4483,0,81.0345,94,116,50.8621,59,116,50,58,116,20.2791,110,68.9655,80,116,1.8534,96.5517,112,116
09DPR5076L,LOS SIMBOLOS PATRIOS,MATUTINO,2024-2025 | 2025-2026,09DPR5076L,LOS SIMBOLOS PATRIOS,Primaria,IZTAPALAPA,-99.025725,19.33386389,402,264,37.0455,1.1364,0,55.303,146,264,78.4091,207,264,50.3788,133,264,19.3038,260,69.697,184,264,1.8523,98.8636,261,264
09DPR2361M,RODOLFO MENENDEZ,MATUTINO,2024-2025 | 2025-2026,09DPR2342Y,RODOLFO MENENDEZ,Primaria,CUAUHTÉMOC,-99.12868889,19.43606389,341,275,37.0182,0,0,61.0909,168,275,68,187,275,56,154,275,20.3543,232,70.9091,195,275,1.8509,100,275,275
09DPR1129Z,ALFREDO BERNARDO NOBEL,MATUTINO,2024-2025 | 2025-2026,09DPR1129Z,ALFREDO BERNARDO NOBEL,Primaria,MIGUEL HIDALGO,-99.21505,19.45084722,380,181,37.0166,7.1823,0,37.5691,68,181,89.5028,162,181,50.8287,92,181,20.2125,168,68.5083,124,181,1.8508,92.8177,168,181
09DPR2743T,ANDRÉS MOLINA ENRIQUEZ,VESPERTINO,2024-2025 | 2025-2026,09DPR2845Q,ANDRÉS MOLINA ENRIQUEZ,Primaria,IZTAPALAPA,-99.02286111,19.34256111,255,127,37.0079,0.7874,0,63.7795,81,127,77.9528,99,127,42.5197,54,127,18.6849,126,69.2913,88,127,1.8504,99.2126,126,127
09DPR2469D,PROFR. RAFAEL LÓPEZ,VESPERTINO,2025-2026,09DPR2470T,PROFR. RAFAEL LÓPEZ,Primaria,IZTAPALAPA,-98.99379444,19.36643056,71,40,37,0,0,77.5,31,40,82.5,33,40,25,10,40,20.075,40,72.5,29,40,1.85,100,40,40
09DPR5043U,JUAN RULFO,MATUTINO,2024-2025 | 2025-2026,09DPR5073O,JUAN RULFO,Primaria,IZTAPALAPA,-99.03578333,19.36853333,243,179,36.9832,1.1173,0,72.067,129,179,65.3631,117,179,46.3687,83,179,19.2475,177,70.9497,127,179,1.8492,98.8827,177,179
09DPR5122G,XOCHITL PALOMINO,MATUTINO,2024-2025 | 2025-2026,09DPR5122G,XOCHITL PALOMINO,Primaria,IZTAPALAPA,-99.0691,19.33590556,426,294,36.9388,0.6803,0,55.7823,164,294,72.1088,212,294,56.1224,165,294,20.6014,289,67.0068,197,294,1.8469,99.3197,292,294
09DPR4000P,PROFR. FELIPE LÓPEZ,MATUTINO,2024-2025 | 2025-2026,09DPR4000P,PROFR. FELIPE LÓPEZ,Primaria,IZTAPALAPA,-99.02380556,19.33391389,314,209,36.9378,0,0,73.6842,154,209,71.7703,150,209,39.2344,82,209,19.505,201,70.8134,148,209,1.8469,100,209,209
09DPR1064F,MTRO. LAURO AGUIRRE,MATUTINO,2024-2025 | 2025-2026,09DPR1064F,MTRO. LAURO AGUIRRE,Primaria,VENUSTIANO CARRANZA,-99.08418611,19.43895,263,240,36.9167,1.6667,0,62.0833,149,240,78.75,189,240,42.0833,101,240,19.6211,218,67.9167,163,240,1.8458,98.3333,236,240
09DPR1321E,EL AMO TORRES,MATUTINO,2024-2025 | 2025-2026,09DPR1321E,EL AMO TORRES,Primaria,IZTAPALAPA,-99.04124722,19.34197778,656,434,36.8203,1.3825,0,61.0599,265,434,75.3456,327,434,46.3134,201,434,19.7294,422,66.8203,290,434,1.841,98.6175,428,434
09DPR1332K,CUAUHTÉMOC,MATUTINO,2024-2025 | 2025-2026,09DES0319C,CUAUHTÉMOC,Secundaria,IZTAPALAPA,-99.06195278,19.32543056,585,443,36.7946,0,0,60.2709,267,443,75.1693,333,443,48.5327,215,443,19.2632,443,65.9142,292,443,1.8397,100,443,443
09DPR3252M,ADOLFO CISNEROS CAMARA,VESPERTINO,2024-2025 | 2025-2026,09DPR3152N,ADOLFO CISNEROS CAMARA,Primaria,IZTAPALAPA,-99.0708,19.37623889,237,149,36.7785,1.3423,0,72.4832,108,149,59.0604,88,149,51.0067,76,149,18.9366,145,70.4698,105,149,1.8389,98.6577,147,149
09DPR3187C,MANUEL SABINO CRESPO,MATUTINO,2024-2025 | 2025-2026,09DPR3187C,MANUEL SABINO CRESPO,Primaria,GUSTAVO A. MADERO,-99.15141111,19.55212778,530,552,36.7754,8.6957,0,58.1522,321,552,73.5507,406,552,43.4783,240,552,19.1582,466,64.6739,357,552,1.8388,91.3043,504,552
09DPR0050W,PROFR. LUIS G. RAMÍREZ VALADEZ,MATUTINO,2024-2025 | 2025-2026,09DPR0050W,PROFR. LUIS G. RAMÍREZ VALADEZ,Primaria,IZTAPALAPA,-99.06506111,19.37428056,187,117,36.7521,1.7094,0,54.7009,64,117,83.7607,98,117,43.5897,51,117,19.5456,114,70.0855,82,117,1.8376,98.2906,115,117
09DIX0032H,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 4,MATUTINO,2024-2025 | 2025-2026,09DIX0032H,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 4,Primaria,VENUSTIANO CARRANZA,-99.12256389,19.45683333,174,166,36.747,0.6024,0,52.4096,87,166,82.5301,137,166,48.1928,80,166,19.1278,158,68.0723,113,166,1.8373,99.3976,165,166
09DPR3297I,MANUEL RIVERA CAMBAS,VESPERTINO,2024-2025 | 2025-2026,09DPR3297I,MANUEL RIVERA CAMBAS,Primaria,IZTAPALAPA,-99.01998611,19.3297,350,202,36.7327,1.9802,0,59.901,121,202,83.6634,169,202,38.1188,77,202,20.351,196,66.8317,135,202,1.8366,98.0198,198,202
09DPR1194Z,UNIDAD MODELO,MATUTINO,2024-2025 | 2025-2026,09DPR1194Z,UNIDAD MODELO,Primaria,IZTAPALAPA,-99.12405,19.36761111,242,140,36.7143,6.4286,0,56.4286,79,140,76.4286,107,140,44.2857,62,140,19.7953,129,65,91,140,1.8357,93.5714,131,140
09DPR5095Z,TLALOC,VESPERTINO,2025-2026,09DPR5063H,TLALOC,Primaria,IZTAPALAPA,-99.05151944,19.36743889,341,152,36.7105,0.6579,0,68.4211,104,152,67.1053,102,152,47.3684,72,152,19.002,150,68.4211,104,152,1.8355,99.3421,151,152
09DPR5072P,CARLOS ENRIQUE NERI GUZMÁN,MATUTINO,2024-2025 | 2025-2026,09DPR5072P,CARLOS ENRIQUE NERI GUZMÁN,Primaria,IZTAPALAPA,-99.052025,19.37943333,494,393,36.6921,0.2545,0,75.5725,297,393,66.9211,263,393,40.7125,160,393,19.0324,358,67.9389,267,393,1.8346,99.7455,392,393
09DPR0971Z,ESTADO DE MÉXICO,VESPERTINO,2024-2025 | 2025-2026,09PPR0235G,ESTADO DE MÉXICO,Primaria,AZCAPOTZALCO,-99.186578,19.467968,80,54,36.6667,29.6296,0,62.963,34,54,62.963,34,54,27.7778,15,54,18.3079,38,62.963,34,54,1.8333,70.3704,38,54
09DPR1534G,PRESIDENTE PASCUAL ORTIZ RUBIO,MATUTINO,2024-2025 | 2025-2026,09DPR1534G,PRESIDENTE PASCUAL ORTIZ RUBIO,Primaria,GUSTAVO A. MADERO,-99.12356389,19.49764444,391,412,36.6505,20.3883,0,53.6408,221,412,72.3301,298,412,36.8932,152,412,18.8826,317,62.8641,259,412,1.8325,79.6117,328,412
09DPR2943R,FRANCISCO GABILONDO SOLER,MATUTINO,2024-2025 | 2025-2026,09DPR2943R,FRANCISCO GABILONDO SOLER,Primaria,IZTACALCO,-99.10873611,19.38710833,421,404,36.6337,0,0,63.6139,257,404,76.7327,310,404,42.8218,173,404,18.5984,368,69.802,282,404,1.8317,100,404,404
09DPR2289T,REVOLUCIÓN MEXICANA,MATUTINO,2025-2026,09DPR2289T,REVOLUCIÓN MEXICANA,Primaria,IZTACALCO,-99.11411389,19.40091944,338,302,36.6225,0,0,64.2384,194,302,76.1589,230,302,42.7152,129,302,19.2409,279,67.8808,205,302,1.8311,100,302,302
09DPR2629A,GENERAL LUCIO BLANCO,VESPERTINO,2024-2025 | 2025-2026,09DPR1257U,GENERAL LUCIO BLANCO,Primaria,IZTAPALAPA,-99.01864167,19.36348889,283,99,36.5657,0,0,54.5455,54,99,77.7778,77,99,50.5051,50,99,19.0779,95,63.6364,63,99,1.8283,100,99,99
09DPR3258G,DR. ANTONIO CASTRO LEAL,MATUTINO,2025-2026,09DPR3258G,DR. ANTONIO CASTRO LEAL,Primaria,IZTAPALAPA,-99.03611944,19.38148889,236,156,36.5385,0,0,61.5385,96,156,78.2051,122,156,42.9487,67,156,18.3266,154,64.1026,100,156,1.8269,100,156,156
09DPR2879G,JESUS MASTACHE ROMÁN,MATUTINO,2025-2026,09DPR2879G,JESUS MASTACHE ROMÁN,Primaria,IZTACALCO,-99.11365833,19.38304444,207,194,36.4948,0,0,67.0103,130,194,66.4948,129,194,48.9691,95,194,19.9913,161,68.5567,133,194,1.8247,100,194,194
09DPR0860V,PROFR. LUIS ÁLVAREZ BARRET,MATUTINO,2025-2026,09DPR0860V,PROFR. LUIS ÁLVAREZ BARRET,Primaria,IZTAPALAPA,-99.060125,19.35736389,270,124,36.4516,0,0,47.5806,59,124,87.0968,108,124,47.5806,59,124,18.9105,124,69.3548,86,124,1.8226,100,124,124
09DPR1155X,AUSTRALIA,MATUTINO,2024-2025 | 2025-2026,09DPR1155X,AUSTRALIA,Primaria,IZTAPALAPA,-99.07024444,19.379125,540,358,36.4246,1.3966,0,56.4246,202,358,76.257,273,358,48.0447,172,358,18.831,348,66.2011,237,358,1.8212,98.6034,353,358
09DPR3058I,PROFR. EMILIANO NEGRETE LÓPEZ,MATUTINO,2025-2026,09DPR3023T,PROFR. EMILIANO NEGRETE LÓPEZ,Primaria,IZTAPALAPA,-99.02243611,19.34180556,286,215,36.3721,0,0,60.4651,130,215,77.2093,166,215,44.186,95,215,19.0986,213,67.4419,145,215,1.8186,100,215,215
09DPR2324I,30 DE SEPTIEMBRE,MATUTINO,2025-2026,09DPR2324I,30 DE SEPTIEMBRE,Primaria,CUAUHTÉMOC,-99.13238889,19.46150556,251,241,36.3485,0,0,63.4855,153,241,89.2116,215,241,29.0456,70,241,17.8904,219,71.3693,172,241,1.8174,100,241,241
09DPR2804Q,ISAAC NEWTON,MATUTINO,2024-2025 | 2025-2026,09DPR2801T,ISAAC NEWTON,Primaria,IZTAPALAPA,-99.03754722,19.37344444,530,353,36.3173,0.5666,0,62.0397,219,353,74.5042,263,353,44.4759,157,353,18.9272,349,65.7224,232,353,1.8159,99.4334,351,353
09DPR2142Z,EJÉRCITO MEXICANO,MATUTINO,2024-2025 | 2025-2026,09DIX0002N,EJERCITO MEXICANO,Primaria,AZCAPOTZALCO,-99.17883889,19.48940278,398,407,36.3145,0.4914,0,54.0541,220,407,86.9779,354,407,40.0491,163,407,18.5785,376,66.3391,270,407,1.8157,99.5086,405,407
09DPR5075M,FELIPE CARRILLO PUERTO,MATUTINO,2024-2025 | 2025-2026,09DPR5075M,FELIPE CARRILLO PUERTO,Primaria,IZTAPALAPA,-99.06245556,19.32100278,270,168,36.3095,2.9762,0,50,84,168,80.3571,135,168,48.2143,81,168,19.5956,160,69.0476,116,168,1.8155,97.0238,163,168
09DPR4204J,MÉXICO-JAPÓN,VESPERTINO,2025-2026,09DBS0041K,MÉXICO-JAPÓN,Adultos - Secundaria,IZTAPALAPA,-99.04960833,19.32438889,627,368,36.3043,6.5217,0,68.2065,251,368,62.5,230,368,44.2935,163,368,19.753,336,65.2174,240,368,1.8152,93.4783,344,368
09DPR1389L,LIBERTADORES DE MÉXICO,MATUTINO,2024-2025 | 2025-2026,09DPR1389L,LIBERTADORES DE MÉXICO,Primaria,GUSTAVO A. MADERO,-99.1047,19.45721111,305,329,36.2918,8.5106,0,64.1337,211,329,68.997,227,329,39.8176,131,329,19.1171,275,65.6535,216,329,1.8146,91.4894,301,329
09DPR1529V,PROFR. RAFAEL RAMIREZ,VESPERTINO,2024-2025,09DPR1529V,PROFR. RAFAEL RAMIREZ,Primaria,GUSTAVO A. MADERO,-99.09654722,19.49922222,109,84,36.1905,0,0,66.6667,56,84,76.1905,64,84,38.0952,32,84,17.5667,84,64.2857,54,84,1.8095,100,84,84
09DPR5124E,BEATRIZ DE LA FUENTE,MATUTINO,2025-2026,09DPR5124E,BEATRIZ DE LA FUENTE,Primaria,IZTAPALAPA,-99.02357778,19.3279,335,330,36.1818,0.6061,0,52.7273,174,330,81.2121,268,330,46.3636,153,330,19.7617,300,69.697,230,330,1.8091,99.3939,328,330
09DPR2274R,CONSTITUCIÓN DE 1917,MATUTINO,2024-2025 | 2025-2026,09DJN0553Y,CONSTITUCIÓN DE 1917,Preescolar,IZTAPALAPA,-98.99372778,19.36541111,632,449,36.1693,1.1136,0,51.0022,229,449,85.5234,384,449,43.2071,194,449,18.5957,441,66.147,297,449,1.8085,98.8864,444,449
09DPR2651C,REPÚBLICA DE GUATEMALA,MATUTINO,2025-2026,09DES0057I,REPÚBLICA DE GUATEMALA,Secundaria,GUSTAVO A. MADERO,-99.11147778,19.46148889,199,120,36.1667,1.6667,0,46.6667,56,120,80.8333,97,120,51.6667,62,120,19.6589,112,65.8333,79,120,1.8083,98.3333,118,120
09DPR1303P,ESTHER R. MACEDA,VESPERTINO,2025-2026,09DPR1306M,ESTHER R. MACEDA,Primaria,IZTAPALAPA,-99.08775278,19.36321667,165,73,36.1644,1.3699,0,72.6027,53,73,64.3836,47,73,42.4658,31,73,18.8394,71,65.7534,48,73,1.8082,98.6301,72,73
09DIX0017P,FRANCISCO I. MADERO,MATUTINO,2024-2025 | 2025-2026,09DPR1986I,FRANCISCO I. MADERO,Primaria,TLALPAN,-99.20555278,19.21824722,134,98,36.1224,5.102,0,53.0612,52,98,85.7143,84,98,36.7347,36,98,19.3793,92,66.3265,65,98,1.8061,94.898,93,98
09DPR4186K,PROFR. MARCELINO RENTERIA,VESPERTINO,2024-2025 | 2025-2026,09DPR0054S,PROFR. MARCELINO RENTERIA,Primaria,IZTAPALAPA,-99.05372222,19.32675556,368,163,36.0736,1.8405,0,73.0061,119,163,70.5521,115,163,34.9693,57,163,18.2629,159,62.5767,102,163,1.8037,98.1595,160,163
09DPR3188B,MANUEL SABINO CRESPO,VESPERTINO,2024-2025 | 2025-2026,09DPR3187C,MANUEL SABINO CRESPO,Primaria,GUSTAVO A. MADERO,-99.15141111,19.55212778,309,263,36.0456,8.365,0,57.4144,151,263,75.6654,199,263,38.7833,102,263,19.0683,218,64.6388,170,263,1.8023,91.635,241,263
09DPR1573I,DEFENSOR DE ANAHUAC,MATUTINO,2024-2025 | 2025-2026,09DPR1573I,DEFENSOR DE ANAHUAC,Primaria,GUSTAVO A. MADERO,-99.14245833,19.47479444,230,201,36.0199,13.4328,0,52.7363,106,201,71.6418,144,201,42.2886,85,201,20.0265,166,62.1891,125,201,1.801,86.5672,174,201
09DPR2912Y,MIXCOATL,VESPERTINO,2024-2025 | 2025-2026,09DPR2914W,MIXCOATL,Primaria,IZTAPALAPA,-99.05880833,19.32035,145,94,35.9574,3.1915,0,85.1064,80,94,41.4894,39,94,50,47,94,19.0494,89,60.6383,57,94,1.7979,96.8085,91,94
09DPR5082W,MELCHOR OCAMPO,VESPERTINO,2024-2025 | 2025-2026,09DPR5081X,MELCHOR OCAMPO,Primaria,IZTAPALAPA,-98.99296667,19.34795278,123,59,35.9322,0,0,64.4068,38,59,79.661,47,59,35.5932,21,59,18.4678,59,67.7966,40,59,1.7966,100,59,59
09DPR2920G,REPÚBLICA SOCIALISTA DE VIETNAM,MATUTINO,2024-2025 | 2025-2026,09DPR3081J,REPÚBLICA SOCIALISTA DE VIETNAM,Primaria,IZTAPALAPA,-99.01765278,19.339725,584,396,35.9091,0.5051,0,45.9596,182,396,82.5758,327,396,50.5051,200,396,19.3331,387,64.6465,256,396,1.7955,99.4949,394,396
09DPR2286W,ACAMAPICHTLI,MATUTINO,2024-2025 | 2025-2026,09DPR2286W,ACAMAPICHTLI,Primaria,IZTACALCO,-99.06768611,19.40477778,441,442,35.8824,2.7149,0,72.1719,319,442,70.362,311,442,34.1629,151,442,18.2902,386,67.6471,299,442,1.7941,97.2851,430,442
09DPR2198B,PROFR. OCAMPO NABOR BOLAÑOS SOTO,MATUTINO,2024-2025,09DPR2198B,PROFR. OCAMPO NABOR BOLAÑOS SOTO,Primaria,GUSTAVO A. MADERO,-99.06811667,19.47041389,434,354,35.8757,2.5424,0,44.9153,159,354,87.2881,309,354,44.6328,158,354,18.5507,345,65.5367,232,354,1.7938,97.4576,345,354
09DPR0113R,J. CONCEPCIÓN RIVERA,MATUTINO,2024-2025 | 2025-2026,09DPR0113R,J. CONCEPCIÓN RIVERA,Primaria,IZTAPALAPA,-99.03136944,19.35630833,400,386,35.8549,1.8135,0,54.6632,211,386,76.6839,296,386,46.114,178,386,19.0427,351,63.9896,247,386,1.7927,98.1865,379,386
09DPR0054S,PROFR. MARCELINO RENTERIA,MATUTINO,2024-2025 | 2025-2026,09DPR0054S,PROFR. MARCELINO RENTERIA,Primaria,IZTAPALAPA,-99.05372222,19.32675556,615,446,35.8296,0.2242,0,49.5516,221,446,78.9238,352,446,50.4484,225,446,19.7984,439,67.2646,300,446,1.7915,99.7758,445,446
09DPR5084U,TIERRA Y LIBERTAD,VESPERTINO,2024-2025 | 2025-2026,09DPR5083V,TIERRA Y LIBERTAD,Primaria,IZTAPALAPA,-98.99007778,19.35247778,202,62,35.8065,4.8387,0,56.4516,35,62,67.7419,42,62,50,31,62,22.1138,58,61.2903,38,62,1.7903,95.1613,59,62
09DPR1071P,JUAN B MOLINA,MATUTINO,2024-2025 | 2025-2026,09DPR1071P,JUAN B MOLINA,Primaria,IZTACALCO,-99.06415278,19.39284722,420,319,35.7994,9.7179,0,47.6489,152,319,75.8621,242,319,45.768,146,319,19.186,279,63.3229,202,319,1.79,90.2821,288,319
09DPR2585U,LUIS PASTEUR,MATUTINO,2024-2025 | 2025-2026,09DBA0184I,LUIS PASTEUR,Adultos - Primaria,IZTAPALAPA,-98.999325,19.37146944,434,282,35.7447,0,0,47.1631,133,282,82.9787,234,282,48.5816,137,282,18.9601,281,64.8936,183,282,1.7872,100,282,282
09DPR4241N,ALEJANDRO VOLTA,VESPERTINO,2025-2026,09DPR4162A,ALEJANDRO VOLTA,Primaria,IZTAPALAPA,-98.98836389,19.33743611,205,136,35.7353,0,0,81.6176,111,136,43.3824,59,136,53.6765,73,136,22.8301,136,66.9118,91,136,1.7868,100,136,136
09DPR1272M,JUAN DE MATA RIVERA,MATUTINO,2024-2025 | 2025-2026,09DPR1272M,JUAN DE MATA RIVERA,Primaria,IZTAPALAPA,-99.06681389,19.30647222,483,238,35.7143,0,0,50.4202,120,238,81.0924,193,238,47.0588,112,238,19.9323,235,65.1261,155,238,1.7857,100,238,238
09DPR2055E,PLAN DE GUADALUPE,MATUTINO,2024-2025 | 2025-2026,09DBA0165U,PLAN DE GUADALUPE,Adultos - Primaria,TLÁHUAC,-99.0369,19.29743333,542,391,35.7033,2.046,0,53.4527,209,391,73.913,289,391,49.1049,192,391,19.3107,383,65.7289,257,391,1.7852,97.954,383,391
09DPR1516R,REPÚBLICA MEXICANA,MATUTINO,2024-2025,09DJN0823A,REPÚBLICA MEXICANA,Preescolar,GUSTAVO A. MADERO,-99.13653056,19.55665,483,464,35.6466,9.2672,0,53.2328,247,464,69.3966,322,464,46.3362,215,464,19.6188,421,62.2845,289,464,1.7823,90.7328,421,464
